BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
LA-2023-0036,1,LA 1831 GN,Collision with commercial vessel,Fall in vessel,,,Operator inattention,Navigation rules violation,Improper lookout,,,,,,,18,101 to 500 hours,,State, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,GATORTAIL,1754,UFQ06003H122,GATORTAIL,,1,40,,,,2022,,,2,0,,,,0,350.0,Minimal damage in the form of fiberglass transfer on the bow and starboard side.  The bracket for th,,,,,0.0,1.0
LA-2023-0036,2,LA 1049 FL,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,71,Over 500 hours,,No education, ,,,,,,,,,,Cabin motorboat,,38,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Commercial,,0,BOUDREAUX BOATS,SKIFF,BNS10097K99G,CUMMINS,,1,410,,,,1999,,,4,0,,,,0,5000.0,Significant damage to the bow and bow beam of the vessel and fiberglass penetration damage.,,,,,0.0,0.0
LA-2023-0037,1,LA-5324-FV,Collision with commercial vessel,Person ejected from vessel,Fall in vessel,,Alcohol,Operator inattention,Navigation rules violation,,,,,,-1,37,Unknown,,No education,N,Y,,,,N,-1,0.178,,,Open motorboat,,21,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Tracker Marine Grp,Tracker,BUJ04649F910,Mercury,N/A,1,50,,,,2017,,,1,0,,,,0,5000.0,See attached Boat Accident Reconstruction Report,,,,,1.0,1.0
LA-2023-0037,2,USCG 298198,Collision with recreational vessel,,,,None; not at fault,,,,,,,,-1,69,Over 500 hours,USCG license,Other, ,N,,,,Y,0,0.0,,,Other,Tugboat,158,Inboard,,Steel,,Diesel,Unknown,Cruising,,Commercial,,,,,,,Frank Johnson,,1020,,,,1965,,,16,0,,,,0,,N/A,,,,,0.0,0.0
LA-2023-0038,1,LA-3242-GM,Collision with fixed object,Fall in vessel,,,Alcohol,Excessive speed,Navigation rules violation,,,,,,-1,56,10 to 100 hours,,USCG Auxiliary, ,Y,,,,N,,0.12,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Xpress,,JBC02078L021,,,1,150,,,,2021,,,2,0,,,,0,10000.0,"Heavy damage, see narrative.",,,,,0.0,1.0
LA-2023-0039,1,LA 5677 EP,Flooding/swamping,Grounding,,,Operator inexperience,,,,,,,,-1,26,101 to 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,At anchor,,Fishing,,0,Aluma Weld,1995,JBC19911G495,Yamaha,n/a,1,40,,,,1995,,,3,,,,,,3000.0,"Several scratches and gouges along hull sides and bottom.  Tearing breaks to starboard, stern and bo",,,,,0.0,0.0
LA-2023-0040,1,LA 8237 ED,Flooding/swamping,Falls overboard,Sinking,,Operator inexperience,Operator inattention,,,,,,,,36,No experience,,Unknown, ,,,,,N,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,Hydra Sports,Hydrasport,HSXG7404J990,Johnson,N/A,1,115,,,,1990,,Y,4,,,,,,2000.0,total loss of vessel,,,,,0.0,0.0
LA-2023-0041,1,LA-5857-FD,Collision with submerged object,Person struck by propeller,,,Hazardous waters,Excessive speed,,,,,,,-1,51,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,G3 Boats,N/A,GEN5079WJ900,Tohatsu,Skeeter,1,15,,,,2000,,,2,,,,,,800.0,Motor torn completely off motor bracket,,,,,0.0,1.0
LA-2023-0042,1,TX-2370-ET,Collision with recreational vessel,,,,Improper lookout,Navigation rules violation,,,,,,,-1,21,10 to 100 hours,,No education, ,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,,Yamaha,GP1800,YAMA1788B818,,NA,1,,,,,2018,,,1,0,,,,0,500.0,Small scratches to hull.,,,,,0.0,0.0
LA-2023-0042,2,LA-7122-GP,Vessel struck by another vessel,Flooding/swamping,,,None; not at fault,,,,,,,,-1,21,Unknown,,No education, ,,,,,,,,,,Personal watercraft,,16,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,Sea Doo,PWC,YUV53446A323,,NA,1,,,,,2023,,,1,0,,,,0,8000.0,Large crack from foot rail traveling to underside of hull exposing inner hull to take on water.,,,,,0.0,0.0
LA-2023-0044,1,LA 4306 GK,Collision with recreational vessel,Person ejected from vessel,,,Operator inattention,Navigation rules violation,Excessive speed,,,,,,0,52,101 to 500 hours,,No education,Y,,,,,Y,,,,,Personal watercraft,,12,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,Bombardier,Fish Pro,YDV06725K819,,Seadoo,1,170,,,,2019,,,1,,,,,,500.0,Vessel sustained a major crushing blow to fiberglass hull underneath bow.  Fiberglass damage to vess,,,,,0.0,1.0
LA-2023-0044,2,LA 2980 GL,Vessel struck by another vessel,,,,Operator inattention,,,,,,,,-1,64,101 to 500 hours,,US Power Squadrons, ,,,,,N,,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Sea Ray Boat,Sundeck,SERV1098G314,Mercruiser,Sea Ray,1,300,,,,2014,,,5,,,,,,0.0,Vessel sustained fiberglass damage to vessel sundeck on the stern.  unknown if damage is in excess o,,,,,0.0,0.0
LA-2023-0045,1,LA 5605 BR,Fall in vessel,,,,Operator inattention,,,,,,,,-1,82,Over 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Fishing,,0,Alumaweld,15Ft,JBC02791J687,Johnson,N/A,1,35,,,,1987,,,1,,,,,,0.0,None,,,,,0.0,1.0
LA-2023-0046,1,LA-9545-FL,Flooding/swamping,,,,Weather,Hazardous waters,Machinery failure,,,,Engine,,,21,101 to 500 hours,,State, ,,,,,N,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Trolling,,Boating/relaxation,,0,Skeeter,SX180,STE87424E505,Yamaha,N/A,1,115,,,,2005,,,4,,,,,,5000.0,"Boat was completely swamped, Damage to hull and the side of the hull, trolling motor broken, electri",,,,,0.0,0.0
LA-2023-0048,1,LA 2238 EP,Collision with floating object,Fall in vessel,,,Improper lookout,Restricted vision,Operator inexperience,,,,,,-1,18,10 to 100 hours,,State, ,,,,,Y,,,,,Open motorboat,,18,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,Homemade,NA,LAZ48344D595,Mercury,NA,1,25,,,,1995,,,2,0,,,,0,2500.0,,,,,,0.0,1.0
LA-2023-0049,1,LA8443FT,Other,,,No event,Excessive speed,Hazardous waters,Equipment failure,,Auxiliary,tow rope,,,0,25,10 to 100 hours,,No education, ,,,,,N,,,,,Houseboat,,38,Inboard,,Steel,,Diesel,Propeller,Towing,,Towing,,0,Seacrest,N/A,LAZ68213J070,Perkins,Branch Office,2,200,,,,1970,,,11,,,,,,0.0,No damage observed or reported.,,,,,0.0,0.0
LA-2023-0049,2,LA5411GK,Flooding/swamping,,,,Hazardous waters,Force of wake/wave,Equipment failure,,Auxiliary,tow rope,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,23,Inboard,,Fiberglass,,Gas,Propeller,Being towed,,Towing,,0,Malibu,N/A,MB2S6290D707,Monsoon,N/A,1,340,,,,2007,,,,,,,,,40000.0,"Starboard Trim Tab, Firberglass damaged on starboard,stern, port side windshield, interior seats uno",,,,,0.0,0.0
LA-2023-0050,1,GA 6292 PH,Flooding/swamping,Grounding,,,Unknown,,,,,,,,,33,Unknown,,No education, ,,,,,,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Unknown,Propeller,Cruising,,Boating/relaxation,,0,OMC,2000,OML28291C00,Yamaha,Javelin,1,225,,,,2000,,,2,0,,,,0,35000.0,"Trolling motor shaft broken, motor and rear compartments went under water",,,,,0.0,0.0
LA-2023-0051,1,AR 334AAL,Flooding/swamping,Sinking,,,Weather,Force of wake/wave,,,,,,,-1,65,Over 500 hours,,No education, ,,,,,,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Unknown,Propeller,Cruising,,Fishing,,0,Range,1989,2K009H889198,Mercury,Ranger 361V,1,175,,,,1989,,,1,,,,,,19300.0,"5 Duckette Reels, 5 Bass Pro extreme rods, one navigational light, One Millennium seat, one landing ",,,,,0.0,0.0
LA-2023-0052,1,TN 033 VH,Flooding/swamping,Capsizing,Person ejected from vessel,,Weather,Overloading,Operator inattention,,,,,,-1,48,Over 500 hours,,No education, ,,,,,,,,,,Open motorboat,,16,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,UNITED GLASS WORKS,GHEENO,UGW50979J415,MERCURY,GHEENOE,1,40,,,,2015,,,2,0,,,,0,8000.0,MOTOR AND ALL ELECTRONICS,,,,,0.0,0.0
LA-2023-0054,1,LA 6120 GP,Flooding/swamping,,,,Hull failure,,,,,,,,-1,58,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Idling,,Fishing,,0,GRADY WHITE,TOURNEMENT 19,NTLBC303E292,MERCURY,N/A,1,225,,,,1992,,Y,4,0,,,,0,10000.0,"TOTAL LOSS OF VESSEL, WAS RECOVERED",,,,,0.0,0.0
LA-2023-0055,1,TX 5766 AJ,Grounding,Capsizing,Person ejected from vessel,,Force of wake/wave,,,,,,,,-1,67,No experience,,No education, ,,,,,N,,,,,Open motorboat,,16,Outboard,,Fiberglass,,Gas,Propeller,At anchor,,Fishing,,0,Ranger,Banchie,RNG03171G607,Evinrude,n/a,1,90,,,,2007,,,2,0,,,,0,18000.0,Vessel sustained damage to the fiberglass hull.  Vessel's engine was also submerged in the water for,,,,,0.0,1.0
LA-2023-0057,1,LA4762FM,Flooding/swamping,Grounding,,,Hazardous waters,Weather,,,,,,,-1,34,101 to 500 hours,,State,Y,,,,,,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Fishing,,0,Skeeter,ZX225,STE89521G506,Evinrude,N/A,1,225,,,,2006,,,2,0,,,,0,9603.8,,,,,,0.0,0.0
LA-2023-0058,1,la 9243 gm,Grounding,Person ejected from vessel,,,Operator inexperience,Operator inattention,Force of wake/wave,,,,,,-1,57,10 to 100 hours,,USCG Auxiliary,N,,,,,,,,,,Open motorboat,,24,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,sportsman,masters 247,SMNMC212K021,YAMAHA,n/a,1,300,,,,2021,,,1,0,,,,0,95000.0,"SEVERE MOROE DAMAGE, BENT SHAFT, BENT PROP, HULL HAS MAJOR FIBERGLASS DAMAGE, HULL TAKES ON WATER DU",,,,,0.0,0.0
LA-2023-0059,1,la 4834 gd,Collision with fixed object,Fall in vessel,Person ejected from vessel,,Operator inattention,Excessive speed,Navigation rules violation,,,,,,-1,49,101 to 500 hours,,State, ,,,,,,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,Frontier,2104 Frontier,K2MB34E2G415,SUZUKI,N/A,1,175,,,,2018,,,2,0,,,,0,40000.0,"SIGNIFICANT DAMAGE TO FIBERGLASS NEAR KEEL. LOWER UNIT TO MOTOR, T-TOP DAMAGED, POWER POLE DAMAGE",,,,,0.0,2.0
LA-2023-0061,1,TN0370BY,Person struck by vessel,,,,Alcohol,Improper lookout,,,,,,,,23,Unknown,,State, ,Y,,,,,-1,0.14,,,Pontoon,,24,Outboard,,Aluminum,,Unknown,Propeller,Cruising,,Boating/relaxation,,0,Suntracker,N/A,BUJ13161E595,Force,N/A,1,90,,,,1995,,,6,0,,,,0,0.0,N/A,,,,,0.0,1.0
LA-2023-0062,1,LA 8113 FP,Grounding,Flooding/swamping,,,Machinery failure,,,,,,Engine,,-1,45,Over 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Fishing,,0,Tracker,1648 Grizzly,BUJ64852F607,MERCURY,n/a,1,40,,,,2007,,,2,0,,,,0,2000.0,"MOTOR'S LOWER UNIT GONE; HULL DENTED, BENT, AND SCRATCHED ON BOTH THE STARBOARD AND PORT SIDE AT THE",,,,,0.0,1.0
LA-2023-0064,1,TX 1085 KE,Collision with fixed object,Electrocution,,,Operator inattention,Operator inexperience,,,,,,,-1,33,Over 500 hours,,No education, ,,,,,,,,,,Auxiliary sail,,32,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,,Irwin,Sail,XYM31212M84E,YANMAR,Lake Five,2,,,,,1984,,,6,0,,,,0,700.0,"MAST LIGHTS BLOWN, BIMINI TOP BURNED, STARTER BURNED.",,,,,0.0,4.0
LA-2023-0066,1,NA,Collision with submerged object,,,,Missing or inadequate navigation aids,Operator inexperience,Congested waters,,,,,,-1,40,10 to 100 hours,,No education, ,,,,,N,,,,,Open motorboat,,31,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,TWIN VEE,31 OPEN SEA,TVG31180B121,SUZUKI,NA,2,600,,,,2020,,N,12,0,,,,0,60000.0,LOSS OF PORT ENGINE,,,,,0.0,0.0
LA-2023-0067,1,LA 3595 GP,Collision with submerged object,Fall in vessel,Person ejected from vessel,,Other,,,Unseen water hazard,,,,,-1,58,10 to 100 hours,,No education, ,,,,,Y,,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Homemade,NA,LAZ78888K222,Yamaha,NA,1,70,,,,2022,,,2,0,,,,0,0.0,,,,,,0.0,1.0
LA-2023-0068,1,LA1808BK,Collision with fixed object,Person ejected from vessel,,,Machinery failure,Sharp turn,,,,,Steering,,-1,67,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Ranger Boats,340V,RNG85335L485,Mercury,Ranger,1,200,,,,1985,,,2,0,,,,0,2600.0,"separated top bow from hull
vertical cracks to port and starboard sides",,,,,0.0,2.0
LA-2023-0069,1,LA 4528 FK,Collision with submerged object,,,,Other,,,Unseen water hazard,,,,,-1,66,Over 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Champion,Bay Boat,GCB22105E405,Yamaha,N/A,1,200,,,,2005,,,5,0,,,,0,6000.0,Lower unit damaged,,,,,0.0,0.0
LA-2023-0070,1,LA-6931-GN,Collision with fixed object,,,,Other,Operator inattention,,Passenger/skier behavior,,,,,0,40,Over 500 hours,,State, ,,,,,N,,,,,Open motorboat,,23,Inboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,MASTERCRAFT,XT23,MBC4SML1E717,ILMOR,N/A,1,365,,,,2017,,,9,0,,,,0,0.0,NONE,,,,,1.0,0.0
LA-2023-0071,1,KA 167 XF,Collision with floating object,Flooding/swamping,,,Missing or inadequate navigation aids,,,,,,,,,52,Over 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,MALIBU,SUNSETTER LXI,MB2B5885G900,Inbmar,,1,325,,,,2000,,,1,0,,,,0,6891.96,"Keel guard dislodged, all three tracking fins sheared off, propeller shaft bent, strut bent, propell",,,,,0.0,0.0
LA-2023-0072,1,LA 4717 ET,Grounding,Fall in vessel,,,Machinery failure,,,,,,Steering,,-1,56,Over 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,8,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,CENTURY,CENTURY,CEB02968E696,YAMAHA,CENTURY,1,150,,,,1996,,,2,0,,,,0,3000.0,SCRAPES AND PUNCTURES TO THE BOTTOM OF THE HULL OF FIBERGLASS COVERING FROM THE BOW ALL THE WAY TO T,,,,,0.0,1.0
LA-2023-0073,1,LA-3996-FH,Skier mishap,,,,Sharp turn,Force of wake/wave,Other,Passenger/skier behavior,,,,,,22,101 to 500 hours,,No education, ,,,,,N,,,,,Open motorboat,,20,Sterndrive,,Fiberglass,,Gas,Propeller,Changing direction,,Towed watersports,,0,VIP,VIXEN 2096 XL,VVI03494F203,Mercruiser,,1,220,,,,2003,,,3,2,,,,0,0.0,None,,,,,0.0,1.0
LA-2023-0075,1,LA6055FS,Collision with submerged object,,,,Other,,,Unseen water hazard,,,,,-1,76,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,RANGER,2200,RNG7X091K506,EVINRUDE,,1,250,,,,2006,,,3,,,,,,8000.0,"4 1/2"" TEAR IN GEL COAT @ STERN
LOWER UNIT HAS MULTIPLE POINTS OF DAMAGE ON ALL 4 BLADES, SKEG IS D",,,,,0.0,0.0
LA-2023-0077,1,LA4097GN,Collision with fixed object,,,,Operator inexperience,Navigation rules violation,,,,,,,-1,15,Unknown,,State, ,,,,,,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Skeeter,NA,STE60274E021,YAMAHA,NA,1,225,,,,2021,,,2,0,,,,0,60000.0,Broken fiberglass and damage to driver's console on starboard side. Cap separation of starboard tran,3950.0,Structural damage to private dock/boathouse.,,,0.0,2.0
LA-2023-0078,1,N/A,Falls overboard,,,,Sudden medical condition,,,,,,,,-1,69,Over 500 hours,,No education,N,N,,,,,,,,,Rowboat,,12,No engine,,Aluminum,,No fuel,Manual,Rowing/paddling,,Fishing,,0,unknown,n/a,N/A,,N/A,0,0,,,,,,,1,0,,,,0,0.0,,,,,,1.0,0.0
LA-2023-0079,1,LA5434EG,Collision with fixed object,Collision with recreational vessel,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,14,Outboard,,Aluminum,,Gas,Propeller,Being towed,,Towing,,0,Weldcraft,na,WKGG1731H192,evinrude,NA,1,48,,,,1992,,,0,0,,,,0,1500.0,,,,,,0.0,0.0
LA-2023-0079,2,MI7351CA,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,20,Outboard,,Aluminum,,Unknown,Propeller,Tied to dock/mooring,,None; not in use,,0,SeaARK,,SOM43759B919,Yamaha,N/A,1,150,,,,2019,,,0,0,,,,0,1000.0,"Scratches to port engine cowling, possible bent steering, and dent to port side",,,,,0.0,0.0
LA-2023-0079,3,LA5401 FH,Collision with fixed object,Collision with recreational vessel,,,Improper lookout,Navigation rules violation,Restricted vision,,,,,,-1,64,10 to 100 hours,,No education, ,,,,,N,,,,,Open motorboat,,19,Outboard,,Aluminum,,Gas,Propeller,Towing,,Towing,,0,Homemade,,LAZ65105F303,Yamaha,na,1,115,,,,2003,,,1,0,,,,0,0.0,na,,,,,0.0,0.0
LA-2023-0079,4,,Other,,,No event,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Houseboat,,,Unknown,,Unknown,,Unknown,Unknown,Being towed,,Towing,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
LA-2023-0080,1,LA8698FU,Collision with fixed object,Person ejected from vessel,Fall in vessel,,Missing or inadequate navigation aids,Improper lookout,Operator inattention,,,,,,-1,44,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,CAROLINA SKIFF,19,EKHH2333A808,EVINRUDE,CAROLINA SKIFF,1,150,,,,2008,,,2,0,,,,0,12000.0,CENTER OCNSOLE BROKEN AT BASE AND HANDRAIL BENT. MIDSHIP SUPPORT BRACES PORT AND STARBOARD CRACKED. ,,,,,0.0,2.0
LA-2023-0081,1,LA8686FP,Collision with floating object,Fall in vessel,,,Improper lookout,Operator inattention,Navigation rules violation,,,,,,-1,40,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,XPRESS,1652VJ,JBC64007I607,EVENRUDE,N/A,1,60,,,,2007,,,2,0,,,,0,1115.38,2 CRACKED WELDS ON TRANSOM,,,,,0.0,1.0
LA-2023-0082,1,NONE,Collision with fixed object,Person ejected from vessel,,,Excessive speed,Operator inattention,Navigation rules violation,,,,,,-1,47,Unknown,,No education, ,,,,,Y,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,YAMAHA,FX CRUISER,USYAMA2108K1,YAMAHA,N/A,1,126,,,,2022,,,1,0,,,,0,20000.0,"Chunk of wood impaled into the hull, several areas of transfer marks and abrasions, hull fractures i",,,,,0.0,1.0
LA-2023-0083,1,LA4147FZ,Fire/explosion (fuel),,,,Failure to vent,Ignition of spilled fuel or vapor,,,,,,,-1,72,No experience,,No education, ,,,,,N,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,Moomba,LS,ISRM0004H809,INDMAR,Mobius,1,325,,,,2009,,Y,2,0,,,,0,30000.0,Total Loss Due to Fire,10000.0,Fire Damage to Pier Structure.,,,0.0,0.0
LA-2023-0084,1,LA 8454 FW,Fall in vessel,,,,Force of wake/wave,,,,,,,,-1,77,Over 500 hours,,No education, ,,,,,Y,,,,,Pontoon,,25,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,MAURELL,PONTOON,MAU00877B393,JOHNSON,N/A,1,90,,,,1993,,,2,0,,,,0,100.0,Small dent in aluminium panel on portside bow of vessel.,,,,,0.0,1.0
LA-2023-0085,1,1315582,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator, ,,,,,,,,,,Open motorboat,,39,Outboard,,Fiberglass,,Unknown,Propeller,Tied to dock/mooring,,Fueling,,0,Yellowfisn,,,,Grsi Gris,3,1050,,,,2013,,,0,0,,,,0,8000.0,Two 4-5 inch scratches in the starboard side of hull. Gelcoat scratches.,,,,,0.0,0.0
LA-2023-0085,2,LA 2606 FM,Collision with recreational vessel,,,,Operator inattention,Operator inexperience,,,,,,,-1,58,Unknown,,No education, ,,,,,Y,,,,,Open motorboat,,26,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Intimidator,26,FZS1112g2705,Mercury,No Name,,300,,,,2005,,,2,0,,,,0,0.0,,,,,,0.0,0.0
LA-2023-0086,1,LA 9962 GL,Flooding/swamping,Capsizing,Person ejected from vessel,,Hull failure,Hazardous waters,,,,,,,-1,35,Unknown,,State, ,,,,,N,,,,,Open motorboat,,15,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Procraft,UNK,MPDT0870J495,Yamaha,N/A,1,90,,,,1995,,,2,0,,,,0,5000.0,"Approximately 12""x1"" Gouge on bottom of huss as well as associated cracks in fiberglass. Approximate",,,,,0.0,0.0
LA-2023-0087,1,LA 5562 EN,Fire/explosion (fuel),Flooding/swamping,,,Machinery failure,Ignition of spilled fuel or vapor,,,,,Fuel,,-1,44,Over 500 hours,,USCG Auxiliary, ,,,,,N,,,,,Open motorboat,,16,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Homemade,,LAZ47501A594,SUBARU,,1,71,,,,1994,,,3,0,,,,0,8000.0,VESSEL BURNED AND SUNK,,,,"B,C",0.0,0.0
LA-2023-0089,1,LA8723GB,Grounding,Collision with fixed object,,,Excessive speed,Navigation rules violation,,,,,,,-1,35,Over 500 hours,,No education,Y,,,,,Y,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Bullet,21 XRD,BBQ21R16I314,Mercury,n/a,1,300,,,,2014,,,1,0,,,,0,8000.0,"Significant damage to bow, broken trolling motor bracket, fiberglass damage, scratches to bottom of ",,,,,0.0,1.0
LA-2023-0091,1,MI 3815 BY,Collision with fixed object,Flooding/swamping,Person departed vessel,,Operator inexperience,Excessive speed,,,,,,,-1,27,No experience,,No education, ,,,,,Y,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,BOMBARDIER,GTR230,YDV45336C717,ROTAX,SEADOO,1,230,,,,2017,,,2,0,,,,0,10000.0,"Damage with missing fiberglass to bow of vessel , broken steering handle bars,water damage from sink",,,,,0.0,1.0
LA-2023-0092,1,LA 4187 BE,Collision with submerged object,Fall in vessel,,,Other,,,Unseen water hazard,,,,,-1,31,Over 500 hours,,State, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Homemade,Skiff,LAZ51626F684,Suzuki,n/a,1,70,,,,1984,,,2,0,,,,0,2500.0,Damage to lower unit of motor.,,,,,0.0,1.0
LA-2023-0093,1,LA5462GK,Collision with fixed object,Fall in vessel,Flooding/swamping,,Improper lookout,Operator inattention,Missing or inadequate navigation aids,,,,,,-1,51,Unknown,,No education, ,,,,,N,,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,Xpress,HD 20CCFLR,JBC69350D909,Mercury,NA,1,90,,,,2009,,,2,0,,,,0,21000.0,"The Bow of teh vessel was crushed inward and bent up, Trolling motor broken off. Console of vessel l",,,,,0.0,2.0
LA-2023-0094,1,LA-8549-FU,Fire/explosion (fuel),,,,Ignition of spilled fuel or vapor,Machinery failure,,,,,Engine,,-1,38,Unknown,,State, ,,,,,N,,,,,Open motorboat,,24,Inboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,Boating/relaxation,,0,Mastercraft,X-45,MBCZJFV1L809,,,1,350,,,,2009,,,4,0,,,,1,45000.0,Fire engulfed the complete interior of the vessel leaving only the hull afloat.,,,,B,0.0,0.0
LA-2023-0095,1,LA 4595 EK,Person ejected from vessel,Person struck by propeller,,,Operator inattention,Sharp turn,,,,,,,-1,68,Over 500 hours,,No education,Y,,,,,,,,,,Open motorboat,,15,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,Moores Pro Gator,Progatore,GAO00884E393,Mercury,NA,1,40,,,,1993,,,1,0,,,,0,0.0,,,,,,0.0,1.0
