file,incident_id,date,year,state,body_of_water,city,county,facility_name,incident_type,fatality_count,injury_count,near_miss_count,verification_level,is_freshwater_private_dock,is_freshwater_marina,esdpa_listed,lat,lon,query_used,match_type,display_name,from_cache
ESD-2019-09-19-1.md,ESD-2019-09-19-1,2019-09-19,2019,TX,Tropical Storm Imelda floodwater,Fannett,Jefferson,,fatal,1,0,0,CONFIRMED,False,False,True,29.9260395,-94.2504458,"Fannett, TX",city+state,"Fannett, Jefferson County, Texas, United States",False
ESD-2020-05-11-1.md,ESD-2020-05-11-1,2020-05-11,2020,AL,Lewis Smith Lake,Lewis Smith Lake,,Private dock (non-electrified; stray voltage from neighbor's dock),near-miss,0,0,1,CONFIRMED,True,False,True,34.0700321,-86.9791442,"Lewis Smith Lake, AL",body+state,"Lewis Smith Lake, Double Springs, Cullman County, Alabama, United States",True
ESD-2020-07-12-1.md,ESD-2020-07-12-1,2020-07-12,2020,AZ,Lake Pleasant,Peoria,Maricopa,Scorpion Bay Marina,fatal,2,1,0,VERIFIED,False,True,True,33.9041538,-112.2898708,"Lake Pleasant, AZ",body+state,"Lake Pleasant, Peoria, Yavapai County, Arizona, United States",False
ESD-2020-08-29-1.md,ESD-2020-08-29-1,2020-08-29,2020,TX,Hotel swimming pool,Houston,Harris,"North Villa Inn, 16510 North Freeway",fatal,1,0,0,VERIFIED,False,False,True,29.7612326,-95.4598077,"Hotel swimming pool, Harris County, TX",body+county+state,"Hotel Omni Hotel, Riverway, Uptown, Houston, Harris County, Texas, 77056, United States",True
ESD-2020-11-11-1.md,ESD-2020-11-11-1,2020-11-11,2020,FL,Flooded laundry room,Bradenton Beach,Manatee,"211 Bay Drive N., Bradenton Beach",fatal,1,1,0,VERIFIED,False,False,True,27.466762,-82.6966072,"211 Bay Drive N., FL",facility+state,"211, Bay Drive North, Pines Trailer Park, Bradenton Beach, Manatee County, Florida, 34217, United States",False
ESD-2021-06-02-1.md,ESD-2021-06-02-1,2021-06-02,2021,TX,Clyde Lake (Lake Clyde),Clyde,Callahan,Clyde Lake,fatal,1,0,0,VERIFIED,False,False,True,32.3173623,-99.4760329,"Clyde Lake, TX",body+state,"Clyde Lake Park, Callahan County, Texas, United States",False
ESD-2021-06-04-1.md,ESD-2021-06-04-1,2021-06-04,2021,TX,Flooded street/puddle,Mission,Hidalgo,"3700 block of North Palm Leaf Circle, La Homa",fatal,1,0,0,CONFIRMED,False,False,True,26.2159066,-98.3252932,"Mission, TX",city+state,"Mission, Hidalgo County, Texas, United States",False
ESD-2021-07-04-1.md,ESD-2021-07-04-1,2021-07-04,2021,PA,Monongahela River,New Eagle,Washington,Beach Club Marina,fatal,1,1,2,VERIFIED,False,True,True,39.952475,-79.9556098,"Monongahela River, PA",body+state,"Monongahela River, Pennsylvania, United States",False
ESD-2022-00-00-1.md,ESD-2022-00-00-1,2022,2022,FL,Downtown Palm Beach Gardens splash pad,Palm Beach Gardens,Palm Beach,Downtown Palm Beach Gardens splash pad,non-fatal,0,1,0,CONFIRMED,False,False,False,26.8233946,-80.1386547,"Palm Beach Gardens, FL",city+state,"Palm Beach Gardens, Palm Beach County, Florida, United States",False
ESD-2022-04-22-1.md,ESD-2022-04-22-1,2022-04-22,2022,KY,Ohio River,Prospect,Oldham,"Prospect Yacht Club / Drift Bar, 1900 Victory Lane",fatal,1,0,0,VERIFIED,False,True,True,38.6877861,-83.5852708,"Ohio River, KY",body+state,"Ohio River Islands National Wildlife Refuge, Shippingport, Wellsburg District, Lewis County, Kentucky, United States",False
ESD-2022-08-03-1.md,ESD-2022-08-03-1,2022-08-03,2022,,,,,Marina (location not published in OSHA summary),fatal,1,0,0,CONFIRMED,False,False,False,,,,none,(no location),False
ESD-2022-08-16-1.md,ESD-2022-08-16-1,2023-02-07,2023,MI,Flooded apartment basement,Detroit,Wayne,"Russell Woods Apartments, 11500 block of LaSalle Street",fatal,1,0,0,VERIFIED,False,False,True,42.3843112,-83.1090359,"Russell Woods Apartments, MI",facility+state,"Russell Woods Apartments, 2255, Detroit, Wayne County, Michigan, 48206, United States",False
ESD-2023-02-07-1.md,ESD-2023-02-07-1,2023-02-07,2023,MI,Flooded apartment basement,Detroit,Wayne,"Russell Woods Apartments, 11500 block of LaSalle Street at Webb",fatal,1,0,0,VERIFIED,False,False,True,42.3843112,-83.1090359,"Russell Woods Apartments, MI",facility+state,"Russell Woods Apartments, 2255, Detroit, Wayne County, Michigan, 48206, United States",True
ESD-2023-07-09-1.md,ESD-2023-07-09-1,2023-07-09,2023,NY,Long Island Sound,New Rochelle,Westchester,"Wright Island Marina (Drake Ave. Marina, Inc.)",fatal,1,1,0,VERIFIED,False,False,False,41.0508886,-72.9479898,"Long Island Sound, NY",body+state,"Long Island Sound, New York, 06390, United States",False
ESD-2023-07-17-1.md,ESD-2023-07-17-1,2023-07-17,2023,SC,Lake Hartwell,Anderson,Anderson,"Private dock, Mid Lake Heights Drive",fatal,1,0,0,PROBABLE,True,False,False,34.5491573,-83.1134681,"Lake Hartwell, SC",body+state,"Lake Hartwell, Anderson, Stephens County, Georgia, 30643, United States",False
ESD-2023-07-27-1.md,ESD-2023-07-27-1,2023-07-27,2023,GA,Lake Lanier,Lake Lanier,Forsyth,"Private dock near Dove Trail, Lanier Beach South Road area",fatal,1,1,0,VERIFIED,True,False,False,34.2930593,-83.938223,"Lake Lanier, GA",body+state,"Lake Lanier, Cumming, Forsyth County, Georgia, United States",True
ESD-2023-10-22-1.md,ESD-2023-10-22-1,2023-10-22,2023,FL,Harbourside Place fountain,Jupiter,Palm Beach,"Harbourside Place outdoor shopping center fountain, 149 Soundings Ave",fatal,1,7,0,VERIFIED,False,False,True,26.9342246,-80.0942087,"Jupiter, FL",city+state,"Jupiter, Palm Beach County, Florida, 33458, United States",False
ESD-2024-05-00-1.md,ESD-2024-05-00-1,2024-05,2024,MN,Outside whirlpool/spa area,Duluth,St. Louis,Edgewater Resort & Waterpark,non-fatal,0,2,0,CONFIRMED,False,False,False,46.8064825,-92.0636877,"Edgewater Resort & Waterpark, MN",facility+state,"Edgewater Resort & Waterpark, I 35, Endion, East Duluth, Duluth, Saint Louis County, Minnesota, 55812, United States",False
ESD-2024-07-04-1.md,ESD-2024-07-04-1,2024-07-04,2024,VA,Smith Mountain Lake,Huddleston,Bedford,"Private dock, Lee Drive, Craddock Creek area",fatal,1,2,0,VERIFIED,True,False,True,37.1163882,-79.6508316,"Smith Mountain Lake, VA",body+state,"Smith Mountain Lake, North Shore, Franklin County, Virginia, 24101, United States",True
ESD-2024-08-25-1.md,ESD-2024-08-25-1,2024-08-25,2024,IN,Backyard swimming pool,Logansport,Cass,"Private residence, 2600 block of High Street",non-fatal,0,5,0,VERIFIED,False,False,True,40.4794241,-86.5102765,"Private residence, IN",facility+state,"Private Residence, Adams Mill, Carroll County, Indiana, United States",True
ESD-2025-05-26-1.md,ESD-2025-05-26-1,2025-05-26,2025,GA,"Wave pool (19,500 sq ft, opened 2017)",Statesboro,Bulloch,"Splash in the Boro Waterpark, Mill Creek Regional Park",near-miss,0,0,5,CONFIRMED,False,False,False,33.9583989,-84.5197364,"Wave pool, GA",body+state,"Atlanta Ocean Wave Pool, Northwest Corridor Express Lanes, Marietta, Cobb County, Georgia, 30061, United States",False
ESD-2025-06-21-1.md,ESD-2025-06-21-1,2025-06-21,2025,GA,Blue Ridge Lake,Blue Ridge,Fannin,Private dock,fatal,1,3,0,CONFIRMED,True,False,True,34.8413609,-84.2681038,"Blue Ridge Lake, GA",body+state,"Lake Blue Ridge, Morganton, Fannin County, Georgia, United States",False
ESD-2025-07-10-1.md,ESD-2025-07-10-1,2025-07-10,2025,IN,Burns Waterway,Portage,Porter,"Marina Shores at Dune Harbor, D dock",fatal,1,1,0,VERIFIED,False,True,True,41.6194572,-87.1762804,"Burns Waterway, IN",body+state,"Burns Waterway, Portage, Porter County, Indiana, United States",False
