incident_id,date,year,era,state,county,city,body_of_water,facility_name,latitude,longitude,setting,is_freshwater_marina,is_freshwater_private_dock,incident_type,fatality_count,injury_count,near_miss_count,verification_level,esdpa_listed,discovery_source,independent_source_count,electrical_source,electrical_source_detail,voltage,water_type,source_url
ESD-2016-06-17-1,2016-06-17,2016,NEC 2011 era (2011-2016),TN,Hamilton,Sale Creek,Chickamauga Lake,Private dock,35.1115208,-85.2140152,Private freshwater dock,False,True,fatal,2,0,0,SUSPECTED,True,LOA2,10,unknown,,,fresh,https://www.williamsonandsons.com/obituaries/Donna-Elaine-Berger?obId=43129735
ESD-2016-06-27-1,2016-06-27,2016,NEC 2011 era (2011-2016),AZ,Maricopa,Phoenix,Private swimming pool,"Private residence, near 43rd Avenue and Thomas Road",33.3482214,-111.7291148,"Other (pool, fountain, public, unknown)",False,False,fatal,1,3,0,CONFIRMED,True,ESDPA,4,pool_pump,Pool light fixture — victim was attempting to change/replace it while in the pool,,pool,https://www.abc15.com/news/region-phoenix-metro/central-phoenix/phoenix-fire-man-taken-to-hospital-after-being-shocked-in-pool
ESD-2016-07-21-1,2016-07-21,2016,NEC 2011 era (2011-2016),,,,,New dock construction site,,,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,False,LOA4,1,boat_lift,Energized boat lift at new dock construction site,,fresh,https://www.osha.gov/ords/imis/accidentsearch.accident_detail?id=87086.015
ESD-2016-09-03-1,2016-09-03,2016,NEC 2011 era (2011-2016),NC,Wake,Raleigh,Heritage Point community pool,"Heritage Point community pool, Valley Forge Road",35.7803977,-78.6390989,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,True,ESDPA,8,pool_pump,Pool pump motor failed; severed underground grounding conductor (damaged by corrosion over 37 years),,pool,https://www.wral.com/teen-lifeguard-electrocuted-in-labor-day-weekend-accident/15988657/
ESD-2016-09-10-1,2016-09-10,2016,NEC 2011 era (2011-2016),IN,St. Joseph,South Bend,Flooded basement,"Private residence, 17200 block of Madison Road",40.4794241,-86.5102765,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,True,ESDPA,6,other,Box fan in 6 inches of basement flood water (speculative per police),,fresh,https://www.wndu.com/content/news/St-Joseph-County-woman-in-critical-condition-after-electrical-shock--393009271.html
ESD-2016-10-07-1,2016-10-07,2016,NEC 2011 era (2011-2016),IL,St. Clair,Shiloh,,Construction site,41.9488844,-88.1140039,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,1,CONFIRMED,True,ESDPA,1,other,Industrial concrete saw contacted an energized electrical line; worker rendered unconscious in approximately 6 inches of standing water,,fresh,https://e-hazard.com/electrical-shock-rescue-what-quick-thinking-good-training-can-do/
ESD-2017-00-00-1,2017,2017,NEC 2017+ era (2017-present),MI,,,River (specific river withheld in CDC report),Marina on a river (name withheld by MIFACE to protect privacy),17.7402503,-64.8146967,Freshwater marina,True,False,fatal,1,0,0,SUSPECTED,False,LOA2,1,unknown,Marina with active shore power infrastructure; no electrical investigation conducted per CDC FACE report,,fresh,https://stacks.cdc.gov/view/cdc/164906/cdc_164906_DS1.pdf
ESD-2017-03-24-1,2017-03-24,2017,NEC 2017+ era (2017-present),NJ,Monmouth,Monmouth Beach,Shrewsbury River,Marina dock (specific marina not identified),40.3607987,-73.9770235,"Other (pool, fountain, public, unknown)",False,False,fatal,2,0,0,SUSPECTED,False,LOA2,1,unknown,Marina dock with likely shore power infrastructure; no electrical investigation documented,,brackish,https://www.robsonforensic.com/images/uploads/articles/Marina-Drowning-Expert-Witness-Appendices.pdf
ESD-2017-03-29-1,2017-03-29,2017,NEC 2017+ era (2017-present),TX,Tarrant,Fort Worth,,Oakland Lake Park,32.7540678,-97.2583703,"Other (pool, fountain, public, unknown)",False,False,fatal,2,0,0,VERIFIED,True,ESDPA,4,overhead_line,Downed power line hidden in overgrown brush; lines were still energized 12+ hours after morning storms,,fresh,https://www.cbsnews.com/texas/news/2-kids-killed-by-downed-power-lines-in-fort-worth/
ESD-2017-04-14-1,2017-04-14,2017,NEC 2017+ era (2017-present),AL,Tuscaloosa,Tuscaloosa,Lake Tuscaloosa,Darling family lakehouse dock,33.3395451,-87.5618241,Private freshwater dock,False,True,fatal,2,0,1,VERIFIED,True,ESDPA,10,dock_wiring,Dock/pier electrified via boat lift power supply — specific fault not publicly determined,,fresh,https://whnt.com/2017/04/16/two-women-found-dead-in-lake-tuscaloosa/
ESD-2017-05-24-1,2017-05,2017,NEC 2017+ era (2017-present),LA,St. Tammany,Mandeville,Lake Pontchartrain,Private dock,30.2050633,-90.0967594,Private freshwater dock,False,True,fatal,1,0,0,UNVERIFIED,True,ESDPA,0,unknown,Unknown; aluminum pole extended into water around sailboat at private dock,,fresh,
ESD-2017-05-01-1,2017-05-01,2017,NEC 2017+ era (2017-present),NY,Monroe,Rochester,,Private residence — basement with sump pump,43.157285,-77.615214,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,other,Homeowner rigged a sump pump and received significant shock in legs; motor fault was the cause,,fresh,
ESD-2017-05-06-1,2017-05-06,2017,NEC 2017+ era (2017-present),QC,,Gatineau,,"De la Gappe Boulevard, Touraines neighbourhood — flooded street",45.482718,-75.685641,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,VERIFIED,True,ESDPA,3,other,Fell into electrified floodwater while building sandbag barrier during 2017 Ottawa River flooding; electrical equipment (likely pumps) in floodwater was the source,,fresh,https://www.cbc.ca/news/canada/ottawa/gatineau-man-flood-electric-shock-1.4105775
ESD-2017-05-19-1,2017-05-19,2017,NEC 2017+ era (2017-present),AL,Lauderdale,Florence,Private swimming pool,"Private residence, Augusta Street",34.7914385,-86.7759127,"Other (pool, fountain, public, unknown)",False,False,fatal,2,1,0,VERIFIED,True,ESDPA,5,pool_pump,Electrical short in pool; specific source not publicly determined,,pool,https://whnt.com/news/shoals/emergency-crews-respond-to-florence-home-2-shocked-in-residential-pool/
ESD-2017-05-21-1,2017-05-21,2017,NEC 2017+ era (2017-present),TX,Webb,Laredo,Flooded field/puddle,,27.5079211,-99.5069834,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,True,ESDPA,3,overhead_line,Storm-downed power line in flooded field near victim's home,,fresh,https://cbsaustin.com/news/local/boy-dies-after-stepping-into-puddle-with-downed-power-line
ESD-2017-06-16-1,2017-06-16,2017,NEC 2017+ era (2017-present),OH,Ottawa,Put-in-Bay,Lake Erie,"Miller Marina, Bayview Avenue",42.1432251,-81.2394356,Freshwater marina,True,False,fatal,1,1,1,VERIFIED,True,ESDPA,7,shore_power,Shore power connection; both boat and shore power checked out and were properly grounded — source undetermined,,fresh,https://www.13abc.com/content/news/19-year-old-electrocuted-in-Put-in-Bay-429128083.html
ESD-2017-06-17-1,2017-06-17,2017,NEC 2017+ era (2017-present),NJ,Ocean,Toms River,Toms River lagoon (Shelter Cove),"Private residence, Tobago Avenue",39.9528389,-74.196741,Private freshwater dock,False,True,fatal,1,0,1,VERIFIED,True,ESDPA,8,boat_lift,Dormant boat lift with corroded electrical junction box; energized when raft contacted rail,,fresh,https://abc7ny.com/toms-river-girl-electrocuted-11-year-old-kayla-matos/2119973/
ESD-2017-06-21-1,2017-06-21,2017,NEC 2017+ era (2017-present),MA,Dukes,Chilmark,Atlantic Ocean (Menemsha Harbor),"Crab Corner, Menemsha Beach / transient dock",26.074872,-97.1610327,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,3,CONFIRMED,True,ESDPA,2,dock_wiring,Faulty grounding work on transient dock performed by contractor 5-8 years prior; recurrent 'tickle' of marine electricity,,salt,https://www.mvtimes.com/2017/06/27/menemsha-beach-closed-precaution-tickle/
ESD-2017-06-23-1,2017-06-23,2017,NEC 2017+ era (2017-present),,,"Akyazi, Sakarya Province, Turkey",Water park pool,"Water park, Akyazi",,,"Other (pool, fountain, public, unknown)",False,False,fatal,5,2,0,VERIFIED,True,ESDPA,6,pool_pump,Pool lacked residual current breaker (RCD/GFCI equivalent),,pool,https://www.cbc.ca/news/world/turkey-water-park-electrocution-1.4175233
ESD-2017-07-03-1,2017-07-03,2017,NEC 2017+ era (2017-present),SC,Oconee,Lake Keowee,Lake Keowee,Private dock with boat lift,34.8306466,-82.9013777,Private freshwater dock,False,True,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,boat_lift,Boy grabbed crossmember of a boat lift while under a boat and was shocked; boat lift was not properly grounded,,fresh,
ESD-2017-07-07-1,2017-07-07,2017,NEC 2017+ era (2017-present),CA,Riverside,Canyon Lake,Canyon Lake,,33.6836539,-117.262615,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,2,UNVERIFIED,True,ESDPA,0,unknown,Two kayakers felt electrical tingle in the water; cause was under investigation,,fresh,
ESD-2017-07-09-1,2017-07-09,2017,NEC 2017+ era (2017-present),NM,Lea,Lovington,Bathtub,Private residence (father's home),35.8838571,-106.3018261,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,5,extension_cord,"Phone charger plugged into frayed extension cord plugged into non-GFCI, non-grounded outlet",,pool,https://edition.cnn.com/2017/07/18/health/teen-bathtub-electrocuted-text-trnd
ESD-2017-07-23-1,2017-07-23,2017,NEC 2017+ era (2017-present),BC,,Spallumcheen,Creek on private property,"Private property, Spallumcheen (near Vernon/Enderby)",49.2660162,-124.335801,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,1,0,VERIFIED,True,ESDPA,4,other,Faulty submersible irrigation pump energized creek on private property; two dogs died immediately upon entering water,,fresh,https://www.cbc.ca/news/canada/british-columbia/b-c-man-jumps-into-creek-to-save-dogs-suffers-electric-shock-1.4221434
ESD-2017-08-05-1,2017-08-05,2017,NEC 2017+ era (2017-present),TX,Marion,Avinger,Lake O' The Pines,Alley Creek alcove,32.820786,-94.6605031,"Other (pool, fountain, public, unknown)",False,False,fatal,3,0,0,VERIFIED,False,LOA1,10,overhead_line,"Hobie Cat catamaran 30-foot mast struck 7,200-volt overhead transmission line operated by Upshur Rural Electric Cooperative","7,200V (transmission line)",fresh,https://www.usatoday.com/story/news/nation/2017/08/07/two-boy-scouts-dead-third-clings-life-after-sailing-tragedy/544314001/
ESD-2017-08-10-1,2017-08-10,2017,NEC 2017+ era (2017-present),WA,Franklin,Pasco,Columbia River,"Old pump station, irrigation facility",45.5901679,-122.503438,"Other (pool, fountain, public, unknown)",False,False,fatal,1,2,0,VERIFIED,True,ESDPA,4,other,Faulty wiring at pump house; cable went to ground energizing motor case,,fresh,https://www.yakimaherald.com/news/local/lower_valley/pasco-teen-s-death-linked-to-faulty-pump-wiring/article_8b3523fe-a782-11e7-84ab-9fd82fda1f4c.html
ESD-2017-08-28-1,2017-08-28,2017,NEC 2017+ era (2017-present),TX,Harris,Houston,Greens Bayou,"Greens Bayou near Interstate 10, east Houston",29.9193075,-95.3264464,"Other (pool, fountain, public, unknown)",False,False,fatal,2,1,2,VERIFIED,True,ESDPA,5,overhead_line,Low-hanging downed power lines in floodwater; boat was pushed into lines by strong current,,fresh,https://abcnews.go.com/US/reporters-rescued-boat-crash-harrowing-night-hurricane-battered/story?id=49557866
ESD-2017-08-29-1,2017-08-29,2017,NEC 2017+ era (2017-present),TX,Harris,Houston,Hurricane Harvey floodwater,Bear Creek subdivision,29.7589382,-95.3676974,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,7,overhead_line,Submerged live wire contacted ankle (with metal plates from prior surgery); energized yard light pole,,fresh,https://abcnews.go.com/US/houston-man-dies-save-sisters-cat-flooding/story?id=49575562
ESD-2018-05-14-1,2018-05-14,2018,NEC 2017+ era (2017-present),MO,Taney,Branson,Lake Taneycomo,Private dock,36.6376567,-93.2345944,Private freshwater dock,False,True,near-miss,0,0,1,UNVERIFIED,True,ESDPA,0,dock_wiring,Man's grandson was shocked; faulty electrical wiring three docks away from victim's location was the source,,fresh,
ESD-2018-06-02-1,2018-06-02,2018,NEC 2017+ era (2017-present),VA,Franklin,Smith Mountain Lake,Smith Mountain Lake,"Private dock, Gills Creek area",37.1163882,-79.6508316,Private freshwater dock,False,True,near-miss,0,1,0,VERIFIED,True,ESDPA,3,boat_lift,"17-year-old was holding boat lift cable with her hand while foot was in water, becoming path of least resistance; she was shocked, fell into lake, and was pulled out by another teen",,fresh,https://www.wdbj7.com/content/news/Officials-Teen-girl-taken-to-hospital-after-electric-shock-at-Smith-Mountain-Lake-dock-484510931.html
ESD-2018-06-11-1,2018-06-11,2018,NEC 2017+ era (2017-present),MO,Camden,Camdenton,Lake of the Ozarks,Dock at Camelot Cove,38.1443725,-92.6594744,Private freshwater dock,False,True,near-miss,0,0,2,CONFIRMED,True,ESDPA,1,dock_wiring,Bare energized wire dangling in the water from a neighbor's dock,,fresh,https://www.lakeexpo.com/boating/boat_safety/a-checklist-for-your-dock-s-electric-system-as-you-power-up-for-the-boating/article_bc9697c0-594d-11e8-b4f6-c7d346195d67.html
ESD-2018-06-26-1,2018-06-26,2018,NEC 2017+ era (2017-present),MD,Prince George's,Oxon Hill,MGM National Harbor decorative fountain (Potomac Plaza),"MGM National Harbor casino/resort, 101 MGM National Ave",38.803384,-76.9896507,"Other (pool, fountain, public, unknown)",False,False,non-fatal,0,5,0,VERIFIED,False,LOA1,6,fountain,Illuminated metal handrail adjacent to outdoor decorative fountain. LED driver designed to step 120V down to 12V failed; improper installation and faulty wiring caused full 120V AC to flow through the metal handrail.,120V AC,fountain,https://www.washingtonpost.com/local/public-safety/girl-electrocuted-at-mgm-national-harbor/
ESD-2018-07-03-1,2018-07-03,2018,NEC 2017+ era (2017-present),MO,Morgan,Rocky Mount,Lake of the Ozarks,"Private dock near J Road, 5 Mile Marker",38.1443725,-92.6594744,Private freshwater dock,False,True,near-miss,0,0,3,CONFIRMED,True,ESDPA,1,dock_wiring,Faulty water heater was sending voltage through the ground wire to the dock's electrical system; woman reported arcing between dock ladder and rings on her hand,3.5 to 15 VAC,fresh,https://www.lakeexpo.com/boating/the_lake/woman-children-narrowly-escape-dock-electrocution-on-the-lake/article_6bf8aeee-8485-11e8-8f22-9352e49fd0d4.html
ESD-2018-07-04-1,2018-07-04,2018,NEC 2017+ era (2017-present),OH,Mahoning,Canfield,,Colucci family private pool,41.025059,-80.760912,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,2,CONFIRMED,True,ESDPA,1,pool_pump,Stray voltage detected in pool water; Ohio Edison confirmed stray voltage; could be from underground wires or pool equipment,,pool,https://www.wfmj.com/story/38575082/canfield-family-warns-about-electric-shock-in-pools
ESD-2018-09-30-1,2018-09-30,2018,NEC 2017+ era (2017-present),OK,Oklahoma,Oklahoma City,Bricktown Canal,"Bricktown Canal, bollard light area",35.4635279,-97.5080282,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,True,ESDPA,6,other,"Ungrounded, inadequately secured bollard lights along canal",,fresh,https://kfor.com/2018/10/01/one-man-dead-after-being-electrocuted-in-bricktown-canal/
ESD-2018-11-04-1,2018-11-04,2018,NEC 2017+ era (2017-present),NH,Belknap,Laconia,Lake Winnipesaukee (Paugus Bay),Dock area at end of Appleton Street,43.6030663,-71.3239694,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,1,VERIFIED,True,ESDPA,4,dock_wiring,Customer-owned electrical fixture (light pole near dock) energized water; dog (13-year-old black Labrador) was electrocuted; owner shocked attempting rescue,,fresh,https://www.unionleader.com/news/animals/dog-electrocuted-when-it-jumps-into-paugus-bay-owner-suffers-powerful-shock-in-futile-rescue/article_7b67dba8-50fa-526e-a7b9-5208080c5ae1.html
ESD-2019-04-01-1,2019-04-01,2019,NEC 2017+ era (2017-present),CA,Solano,Dixon,Weyland Canal (Solano Irrigation District),"Metal pedestrian bridge over Weyland Canal, Dixon Avenue West",38.4454641,-121.8232958,"Other (pool, fountain, public, unknown)",False,False,fatal,2,1,0,VERIFIED,True,ESDPA,8,other,District workers improperly bypassed circuit breaker; metal bridge became energized,,fresh,https://www.cbsnews.com/news/jacob-hourmouzus-jacob-schneider-fatally-electrocuted-dixon-california-rescuing-dog-irrigation-canal/
ESD-2019-06-02-1,2019-06-02,2019,NEC 2017+ era (2017-present),FL,Orange,Orlando,,Universal Studios Volcano Bay water park,28.5421218,-81.379045,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,5,10,VERIFIED,True,ESDPA,5,other,"Construction defect: grounding rod inadvertently driven through electrical conduit during park construction, damaging outer sheath of wiring and energizing wet ground surfaces and water throughout park",,pool,https://www.orlandosentinel.com/2019/11/05/universals-volcano-bay-electrical-shock-happened-because-of-construction-errors-osha-finds/
ESD-2019-06-27-1,2019-06-27,2019,NEC 2017+ era (2017-present),TX,El Paso,El Paso,Apartment complex swimming pool,"Hallmark Apartments, 1620 Mescalero Drive",31.7601001,-106.4870476,"Other (pool, fountain, public, unknown)",False,False,fatal,1,2,0,CONFIRMED,False,LOA1,4,pool_pump,"Pool lights activated automatically at dusk, sending electrical current into the pool water",,pool,https://www.elpasotimes.com/story/news/local/el-paso/2019/06/28/man-dies-electrocuted-pool-hallmark-apartments-el-paso-texas/
ESD-2019-07-14-1,2019-07-14,2019,NEC 2017+ era (2017-present),CA,Sacramento,Citrus Heights,Private swimming pool,"Private residence (father's home), late 1950s construction",32.7820843,-117.052462,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,4,VERIFIED,True,ESDPA,7,pool_pump,Unsealed pool light fixture under repair; live wire exposed,,pool,https://www.abc10.com/article/news/9-year-old-electrocuted-while-swimming-in-pool-in-citrus-heights/103-d6201043-f8e0-4124-b676-8d7a84821308
ESD-2019-09-19-1,2019-09-19,2019,NEC 2017+ era (2017-present),TX,Jefferson,Fannett,Tropical Storm Imelda floodwater,,29.9260395,-94.2504458,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,True,ESDPA,6,unknown,Source of electricity not identified; could be downed power line or submerged equipment,,fresh,https://www.khou.com/article/news/local/hunter-morrison-imelda-death-jefferson-county/502-d8d0b6ef-65aa-4c4c-8b27-231f02b9dbbe
ESD-2020-05-11-1,2020-05-11,2020,NEC 2017+ era (2017-present),AL,,Lewis Smith Lake,Lewis Smith Lake,Private dock (non-electrified; stray voltage from neighbor's dock),34.0700321,-86.9791442,Private freshwater dock,False,True,near-miss,0,0,1,CONFIRMED,True,ESDPA,2,dock_wiring,Stray voltage from neighbor's dock energized water around victim's non-electrified dock; victim paralyzed from feet upward; husband rescued her with a pole,,fresh,https://www.lakeexpo.com/advertorial/it-paralyzed-me-dock-shock-victim-recalls-near-death-experience-promotes-dock-lifeguard/article_1a515f72-98a1-11eb-92fb-bf112d9beceb.html
ESD-2020-07-12-1,2020-07-12,2020,NEC 2017+ era (2017-present),AZ,Maricopa,Peoria,Lake Pleasant,Scorpion Bay Marina,33.9041538,-112.2898708,Freshwater marina,True,False,fatal,2,1,0,VERIFIED,True,ESDPA,6,shore_power,Boat had incompatible electrical connection system; safety features intentionally bypassed via improper modification,,fresh,https://www.12news.com/article/news/local/valley/authorities-responding-to-incident-at-lake-pleasant/75-10bbafb9-1dda-4a76-a359-3666b10e011d
ESD-2020-08-29-1,2020-08-29,2020,NEC 2017+ era (2017-present),TX,Harris,Houston,Hotel swimming pool,"North Villa Inn, 16510 North Freeway",29.7612326,-95.4598077,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,7,pool_pump,"Interior pool light removed from housing, leaving wires exposed",,pool,https://abc13.com/teen-electrocuted-in-pool-mom-sues-motel-for-sons-wrongful-death-north-villa-inn-khaleel-reynolds/6438681/
ESD-2020-11-11-1,2020-11-11,2020,NEC 2017+ era (2017-present),FL,Manatee,Bradenton Beach,Flooded laundry room,"211 Bay Drive N., Bradenton Beach",27.466762,-82.6966072,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,True,ESDPA,7,other,Plugged-in clothes dryer in 4 inches of Tropical Storm Eta flood water,,fresh,https://www.tampabay.com/hurricane/2020/11/12/beach-resident-electrocuted-putting-out-sandbags-for-tropical-storm-eta-officials-say/
ESD-2021-06-02-1,2021-06-02,2021,NEC 2017+ era (2017-present),TX,Callahan,Clyde,Clyde Lake (Lake Clyde),Clyde Lake,32.3173623,-99.4760329,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,6,overhead_line,Sailboat struck overhead power line while being towed; broken line fell into water,,fresh,https://www.nbcdfw.com/news/local/texas-news/18-year-old-dies-after-being-electrocuted-in-west-texas-lake/2648670/
ESD-2021-06-04-1,2021-06-04,2021,NEC 2017+ era (2017-present),TX,Hidalgo,Mission,Flooded street/puddle,"3700 block of North Palm Leaf Circle, La Homa",26.2159066,-98.3252932,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,True,ESDPA,5,extension_cord,"Extension cord connecting house to trailer home, fully submerged in floodwater",,fresh,https://www.krgv.com/news/14-year-old-boy-dies-after-being-electrocuted-near-mission/
ESD-2021-07-04-1,2021-07-04,2021,NEC 2017+ era (2017-present),PA,Washington,New Eagle,Monongahela River,Beach Club Marina,39.952475,-79.9556098,Freshwater marina,True,False,fatal,1,1,2,VERIFIED,True,ESDPA,7,unknown,Electricity in water near docked boat; source not publicly determined,,fresh,https://www.wpxi.com/news/top-stories/possible-electrical-shock-caused-man-drown-swimming-monongahela-river-washington-county/7TGFW3IMJBE5XOTMZTUC5LBKF4/
ESD-2022-00-00-1,2022,2022,NEC 2017+ era (2017-present),FL,Palm Beach,Palm Beach Gardens,Downtown Palm Beach Gardens splash pad,Downtown Palm Beach Gardens splash pad,26.8233946,-80.1386547,"Other (pool, fountain, public, unknown)",False,False,non-fatal,0,1,0,CONFIRMED,False,LOA1,2,unknown,Victim received electrical shock after wading through splash pad and touching a nearby directory sign,,fresh,https://www.wptv.com/news/local-news/investigations/mother-says-daughter-shocked-at-downtown-palm-beach-gardens-splash-pad-last-year-files-lawsuit
ESD-2022-04-22-1,2022-04-22,2022,NEC 2017+ era (2017-present),KY,Oldham,Prospect,Ohio River,"Prospect Yacht Club / Drift Bar, 1900 Victory Lane",38.6877861,-83.5852708,Freshwater marina,True,False,fatal,1,0,0,VERIFIED,True,ESDPA,10,dock_wiring,33 electrical violations documented; electricity leaking from equipment (4+ amps in one location),4+ amps measured leaking from equipment,fresh,https://www.wave3.com/2022/04/26/body-louisville-diver-recovered-ohio-river/
ESD-2022-08-03-1,2022-08-03,2022,NEC 2017+ era (2017-present),,,,,Marina (location not published in OSHA summary),,,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,CONFIRMED,False,LOA4,1,overhead_line,Mobile boat lift (marina crane) contacted overhead high-power lines,,,https://www.osha.gov/ords/imis/accidentsearch.accident_detail?id=148483.015
ESD-2022-08-16-1,2023-02-07,2023,NEC 2017+ era (2017-present),MI,Wayne,Detroit,Flooded apartment basement,"Russell Woods Apartments, 11500 block of LaSalle Street",42.3843112,-83.1090359,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,5,other,Live wire in 3-4 feet of basement flood water; entire building was electrically charged,,fresh,https://www.clickondetroit.com/news/local/2023/02/08/plumber-electrocuted-while-snaking-drain-in-flooded-basement-on-detroits-west-side/
ESD-2023-02-07-1,2023-02-07,2023,NEC 2017+ era (2017-present),MI,Wayne,Detroit,Flooded apartment basement,"Russell Woods Apartments, 11500 block of LaSalle Street at Webb",42.3843112,-83.1090359,"Other (pool, fountain, public, unknown)",False,False,fatal,1,0,0,VERIFIED,True,ESDPA,5,other,Live wire in 3-4 feet of basement flood water; entire building was electrically charged,,fresh,https://www.clickondetroit.com/news/local/2023/02/08/plumber-electrocuted-while-snaking-drain-in-flooded-basement-on-detroits-west-side/
ESD-2023-07-09-1,2023-07-09,2023,NEC 2017+ era (2017-present),NY,Westchester,New Rochelle,Long Island Sound,"Wright Island Marina (Drake Ave. Marina, Inc.)",41.0508886,-72.9479898,"Other (pool, fountain, public, unknown)",False,False,fatal,1,1,0,VERIFIED,False,LOA1,5,dock_wiring,Live wire electrified boat ramp at marina,,salt,https://www.cbsnews.com/newyork/news/new-rochelle-marina-electrified-shocked/
ESD-2023-07-17-1,2023-07-17,2023,NEC 2017+ era (2017-present),SC,Anderson,Anderson,Lake Hartwell,"Private dock, Mid Lake Heights Drive",34.5491573,-83.1134681,Private freshwater dock,False,True,fatal,1,0,0,PROBABLE,False,LOA1,3,dock_wiring,Exposed electrical wires on electrical box providing power to dock,,fresh,https://www.thestate.com/news/state/south-carolina/article277416638.html
ESD-2023-07-27-1,2023-07-27,2023,NEC 2017+ era (2017-present),GA,Forsyth,Lake Lanier,Lake Lanier,"Private dock near Dove Trail, Lanier Beach South Road area",34.2930593,-83.938223,Private freshwater dock,False,True,fatal,1,1,0,VERIFIED,False,LOA1,7,dock_wiring,Electricity from nearby power box supplying dock boat lift energized the water,,fresh,https://www.cbsnews.com/news/electric-shock-drowning-lake-lanier-georgia-thomas-milner/
ESD-2023-10-22-1,2023-10-22,2023,NEC 2017+ era (2017-present),FL,Palm Beach,Jupiter,Harbourside Place fountain,"Harbourside Place outdoor shopping center fountain, 149 Soundings Ave",26.9342246,-80.0942087,"Other (pool, fountain, public, unknown)",False,False,fatal,1,7,0,VERIFIED,True,LOA3,10,fountain,Light fixtures within fountain were leaking electrical voltage due to ground fault or improper system,,fountain,https://cbs12.com/news/local/nate-davenport-victim-electrocution-fountain-passed-away-father-husband-identified-fatal-jupiter-harbourside-place-investigation-florida-october-26-2023
ESD-2024-05-00-1,2024-05,2024,NEC 2017+ era (2017-present),MN,St. Louis,Duluth,Outside whirlpool/spa area,Edgewater Resort & Waterpark,46.8064825,-92.0636877,"Other (pool, fountain, public, unknown)",False,False,non-fatal,0,2,0,CONFIRMED,False,LOA1,2,other,"Electrified metal gate knob/handle at outside whirlpool/spa gate. Not classic dock/pool ESD — the gate handle was the energized point, not the water itself.",,pool,https://www.fox21online.com/2024/05/edgewater-resort-electric-shock-incident/
ESD-2024-07-04-1,2024-07-04,2024,NEC 2017+ era (2017-present),VA,Bedford,Huddleston,Smith Mountain Lake,"Private dock, Lee Drive, Craddock Creek area",37.1163882,-79.6508316,Private freshwater dock,False,True,fatal,1,2,0,VERIFIED,True,ESDPA,26,boat_lift,Submerged electric boat lift producing 116+ volts; lift at least 20 years old; dock not recently inspected,116+ volts from boat lift cradle,fresh,https://www.wdbj7.com/2024/07/05/smith-mountain-lake-electrocution-victim-identified/
ESD-2024-08-25-1,2024-08-25,2024,NEC 2017+ era (2017-present),IN,Cass,Logansport,Backyard swimming pool,"Private residence, 2600 block of High Street",40.4794241,-86.5102765,"Other (pool, fountain, public, unknown)",False,False,non-fatal,0,5,0,VERIFIED,True,LOA1,8,pool_equipment,"Submersible pump wire near pool ladder got pinched, causing protective cover to break and leaving bare wire exposed to pool water",,fresh,https://people.com/5-people-hospitalized-injured-electrocuted-accident-swimming-pool-indiana-8701805
ESD-2025-05-26-1,2025-05-26,2025,NEC 2017+ era (2017-present),GA,Bulloch,Statesboro,"Wave pool (19,500 sq ft, opened 2017)","Splash in the Boro Waterpark, Mill Creek Regional Park",33.9583989,-84.5197364,"Other (pool, fountain, public, unknown)",False,False,near-miss,0,0,5,CONFIRMED,False,LOA1,7,pool_equipment,Blower unit potentially shorted out or overheated; arcing in shorted electrical equipment per Statesboro Fire incident report,,fresh,https://www.wtoc.com/2025/05/27/statesboro-mother-speaks-out-after-reports-electrical-shock-local-wave-pool/
