file,incident_id,date,year,date_precision,state,county,city,body_of_water,facility_name,has_coordinates,incident_type,fatality_count,injury_count,near_miss_count,victim_count,victims_named,victims_age_known,victims_gender_known,electrical_source,water_type,voltage_reported,has_fault_description,is_freshwater_private_dock,is_freshwater_marina,setting_classifier_confidence,verification_level,esdpa_listed,esdpa_entry_count,esdpa_entry_numbers,esdpa_date_correct,esdpa_date_listed,esdpa_data_issue_count,esdpa_data_issues,discovery_source,additional_sources,independent_source_count_yaml,sources_total,sources_primary,sources_by_type,distinct_outlets,project_refs_count,has_notes,has_research_notes,missing_key_fields,audit_flags,audit_flag_count
ESD-2012-08-22-1.md,ESD-2012-08-22-1,2012-08-22,2012,exact,CA,Los Angeles,Los Angeles,,"Magnolia Boulevard at Ben Avenue, Valley Village",False,fatal,2,8,0,2,2,2,2,overhead_line,fresh,True,True,False,False,high,VERIFIED,True,1,FI-2012-005 (project file),False,2012-07-25,1,"ESDPA date listed as July 25, 2012; correct date is August 22, 2012 per LAPD press release, ABC News, and all coverage",ESDPA,,8,5,5,"{""government"": 1, ""news"": 4}",5,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2012-08-30-1.md,ESD-2012-08-30-1,2012-08-30,2012,exact,ID,Bingham,Blackfoot,Irrigation canal,Irrigation canal approximately 3 miles NW of Blackfoot,False,fatal,3,0,0,3,3,3,3,other,fresh,False,True,False,False,high,VERIFIED,True,1,FI-2012-004 (project file),False,2012-08-22,1,"ESDPA date listed as August 22, 2012; correct date is August 30, 2012 per ESPN, Idaho State Journal, AP",ESDPA,,7,5,5,"{""news"": 5}",5,1,True,True,,ESDPA_DEVIATION,1
ESD-2012-09-27-1.md,ESD-2012-09-27-1,2012-09-27,2012,exact,TN,Franklin,Winchester,Tims Ford Lake,Private dock at family home,False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2012-002 (project file),True,,0,,ESDPA,,5,5,5,"{""news"": 3, ""obituary"": 2}",5,1,True,True,,,0
ESD-2012-09-27-2.md,ESD-2012-09-27-2,2012-09-27,2012,exact,GA,Sumter,Americus,,"South Georgia Technical College, decorative fountain",False,fatal,1,0,0,1,1,1,1,other,fountain,False,True,False,False,high,VERIFIED,True,1,FI-2012-003 (project file),False,2012-08-30,2,"ESDPA date listed as August 30, 2012; WALB news report published September 27, 2012 describes incident as just occurring; ESDPA lists victim age as 19; confirmed age is 18 per multiple independent sources",ESDPA,,5,5,5,"{""news"": 5}",4,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2013-05-20-1.md,ESD-2013-05-20-1,2013-05-20,2013,exact,KY,Grayson,Peter Cave,Rough River Lake,Dock near Peter Cave marina,False,fatal,1,0,0,1,1,1,1,shore_power,fresh,True,True,False,True,high,VERIFIED,True,1,FI-2012-001 (project file),False,2012-09-27,2,"ESDPA date listed as September 27, 2012; correct date is May 20, 2013 per obituary, news, and coroner; Date off by approximately 8 months and in the wrong year",ESDPA,,7,6,6,"{""news"": 4, ""obituary"": 2}",6,1,True,True,,ESDPA_DEVIATION,1
ESD-2013-05-27-1.md,ESD-2013-05-27-1,2013-05-27,2013,exact,GA,Hall,Gainesville,Lake Lanier,Private dock (Evelyn Morrison residence),False,near-miss,0,0,2,2,2,1,2,dock_wiring,fresh,False,True,True,False,high,CONFIRMED,True,0,,True,,2,ESDPA describes victim as 'a man and his 6-year-old daughter' — actually grandfather and granddaughter (Gary and Ava Muter); 'Shocked three or more times' detail cannot be verified from independent source,ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,,ESDPA_DEVIATION,1
ESD-2013-06-18-1.md,ESD-2013-06-18-1,2013-06-18,2013,exact,MO,Scott,Scott City,,Private residence — flooded basement,False,near-miss,0,0,1,1,0,0,1,other,fresh,False,True,False,False,high,UNVERIFIED,True,0,,True,,2,"No documented flood event in Scott City on June 18, 2013 — date or location may be inaccurate; Similar incident (woman shocked in flooded basement, 2013) found in St. Joseph County (different state)",ESDPA,,0,0,0,{},0,1,True,True,body_of_water,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:body_of_water | ESDPA_DEVIATION,4
ESD-2013-06-30-1.md,ESD-2013-06-30-1,2013-06-30,2013,exact,KY,Pulaski,Burnside,Lake Cumberland,"Private dock, Garland Bend Road",False,fatal,1,0,1,1,1,1,1,extension_cord,fresh,True,True,True,False,high,VERIFIED,True,1,FI-2013-007 (project file),False,2013-05-20,1,"ESDPA date listed as May 20, 2013; correct date is June 30, 2013",ESDPA,LOA2; LOA8,8,2,2,"{""news"": 1, ""obituary"": 1}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2013-07-00-1.md,ESD-2013-07-00-1,2013-07,2013,month,NC,,Lake Norman,Lake Norman,Private dock,False,near-miss,0,0,1,1,0,0,1,dock_wiring,fresh,False,True,True,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2013-07-04-1.md,ESD-2013-07-04-1,2013-07-04,2013,exact,MN,Sherburne,Orrock Township,Eagle Lake,"Private dock, 2300 block of 188th Street",False,fatal,1,1,0,2,1,2,2,charger,fresh,False,True,True,False,high,CONFIRMED,True,1,FI-2013-006 (project file),False,2013-06-30,1,"ESDPA date listed as June 30; correct date is July 4, 2013",ESDPA,,2,1,1,"{""news"": 1}",1,1,True,True,,ESDPA_DEVIATION,1
ESD-2013-07-11-1.md,ESD-2013-07-11-1,2013-07-11,2013,exact,MO,Camden,Lake of the Ozarks,Lake of the Ozarks,Dock near 35 Mile Marker,False,near-miss,0,0,8,1,0,0,1,dock_wiring,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2013-07-16-1.md,ESD-2013-07-16-1,2013-07-16,2013,exact,NC,Davidson,Lexington,Brookside Swim Club pool,Brookside Swim Club,False,fatal,1,0,2,1,1,1,1,overhead_line,pool,False,True,False,False,high,VERIFIED,True,1,FI-2013-005 (project file),False,2013-07-04,1,"ESDPA date listed as July 4, 2013; correct date is July 16, 2013",ESDPA,LOA2,5,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2013-07-19-1.md,ESD-2013-07-19-1,2013-07-19,2013,exact,NY,Onondaga,Syracuse,Inflatable pool (backyard),"Private residence, Second North Street",False,fatal,1,0,1,2,1,1,2,extension_cord,pool,False,True,False,False,high,VERIFIED,True,1,FI-2013-004 (project file),False,2013-07-17,1,"ESDPA date listed as July 17; correct date is July 19, 2013",ESDPA,LOA2,9,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2013-07-24-1.md,ESD-2013-07-24-1,2013-07-24,2013,exact,GA,Gilmer,Ellijay,,Private residence (babysitting location),False,fatal,1,0,0,1,1,1,1,overhead_line,fresh,False,True,False,False,high,VERIFIED,True,1,FI-2013-003 (project file),False,2013-07-19,1,"ESDPA date listed as July 19; correct date is July 24, 2013",ESDPA,LOA2,5,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2013-08-31-1.md,ESD-2013-08-31-1,2013-08-31,2013,exact,TX,Harris,Houston,Hotel swimming pool,"Hilton Houston Westchase, 9999 Westheimer Road",False,fatal,1,3,0,4,4,2,4,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2013-002 (project file),False,2013-07-25,2,"ESDPA date listed as July 25, 2013; correct date is August 31, 2013 (Labor Day weekend); Victim described as 'older man'; actually 27 years old",ESDPA,LOA1; LOA2; LOA11,9,2,2,"{""news"": 2}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2014-00-00-2.md,ESD-2014-00-00-2,2014,2014,year,PA,Philadelphia,Philadelphia,Public swimming pool,"O'Connor Pool, 26th and South Streets",False,non-fatal,0,3,0,3,0,0,0,pool_equipment,pool,False,True,False,False,high,CONFIRMED,False,0,,,,0,,LOA1,,2,2,2,"{""legal"": 1, ""news"": 1}",2,0,True,True,,,0
ESD-2014-04-13-1.md,ESD-2014-04-13-1,2014-04-13,2014,exact,FL,Miami-Dade,North Miami,Private swimming pool,"Private residence, 13005 Arch Creek Terrace",False,fatal,1,0,0,1,1,1,1,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2013-001 (project file),False,2013-09,2,"ESDPA date listed as Sep 2013; correct date is April 13, 2014; ESDPA location listed as North Miami Beach; correct is North Miami",ESDPA,LOA2,7,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2014-04-27-1.md,ESD-2014-04-27-1,2014-04-27,2014,exact,FL,Miami-Dade,Hialeah,,"Palms West Condominiums pool, 1950 W. 56th St.",False,near-miss,0,3,1,4,2,3,4,pool_pump,pool,False,True,False,False,high,VERIFIED,True,0,,True,,1,"ESDPA states 'two adults were shocked' — sources confirm at least one adult rescuer was shocked, but exact count of adults uncertain",ESDPA,,7,7,7,"{""news"": 7}",5,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2014-05-00-1.md,ESD-2014-05-00-1,2014-05,2014,month,FL,,,Apartment complex swimming pool,"Apartment complex pool, Florida",False,near-miss,0,3,2,5,0,1,5,pool_pump,pool,False,True,False,False,high,VERIFIED,False,0,,,,0,,LOA11,,2,2,2,"{""video"": 2}",2,1,True,True,,,0
ESD-2014-06-10-1.md,ESD-2014-06-10-1,2014-06-10,2014,exact,UT,Garfield,Bullfrog,Lake Powell,"Bullfrog Marina, Glen Canyon National Recreation Area",False,fatal,1,2,0,3,1,1,3,shore_power,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2014-005 (project file),False,2014-04-23,1,"ESDPA date listed as April 23; correct date is June 10, 2014",ESDPA,LOA2,5,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2014-07-04-1.md,ESD-2014-07-04-1,2014-07-04,2014,exact,MO,Camden,Lake of the Ozarks,Lake of the Ozarks,Cove near 7 Mile Marker,False,near-miss,0,0,3,1,0,0,1,dock_wiring,fresh,True,True,False,False,low,VERIFIED,True,0,,True,,1,"ESDPA describes source as 'abandoned boat ramp' — more precisely, it was an improperly decommissioned dock ramp with electrical service left connected",ESDPA,,3,3,3,"{""news"": 3}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2014-07-20-1.md,ESD-2014-07-20-1,2014-07-20,2014,exact,TX,Montgomery,Conroe,Lake Conroe,Piney Shores Resort (Silverleaf Resorts),False,fatal,1,0,0,1,1,1,1,dock_wiring,fresh,False,True,False,True,medium,VERIFIED,True,1,FI-2014-004 (project file),False,2014-06-10,1,"ESDPA date listed as June 10; correct date is July 20, 2014",ESDPA,LOA2,12,2,2,"{""news"": 2}",1,1,True,True,,ESDPA_DEVIATION,1
ESD-2014-08-02-1.md,ESD-2014-08-02-1,2014-08-02,2014,exact,WA,Pierce,Puyallup,Puyallup River,Near 96th Street Bridge,False,fatal,1,0,1,2,1,1,2,other,fresh,True,True,False,False,high,CONFIRMED,True,1,FI-2014-003 (project file),False,2014-07-20,1,"ESDPA date listed as July 20; correct date is August 2, 2014",ESDPA,LOA1; LOA2,5,2,2,"{""news"": 1, ""obituary"": 1}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2014-08-24-1.md,ESD-2014-08-24-1,2014-08-24,2014,exact,LA,Tensas,St. Joseph,Lake Bruin,Private boathouse,False,fatal,1,1,0,2,1,2,2,boat_lift,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2014-002 (project file),False,2014-08-02,1,"ESDPA date listed as Aug 2; correct date is Aug 24, 2014",ESDPA,LOA2; LOA8,8,2,2,"{""news"": 1, ""obituary"": 1}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2015-00-00-1.md,ESD-2015-00-00-1,2015,2015,year,AL,Winston,,Smith Lake,,False,near-miss,0,1,0,1,1,0,1,dock_wiring,fresh,False,True,False,False,low,PROBABLE,False,0,,,,0,,LOA11,,1,1,1,"{""video"": 1}",1,1,True,True,facility_name,NOVEL_LOW_SOURCES | MISSING:facility_name,2
ESD-2015-06-21-1.md,ESD-2015-06-21-1,2015-06-21,2015,exact,MO,Camden,Lake of the Ozarks,Lake of the Ozarks,"Rental property dock, Woods Hollow Cove, 22.2 Mile Marker",False,fatal,1,1,0,2,2,1,2,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2014-001 (project file),False,2014-08-24,2,"ESDPA ESD section date is Aug 24, 2014; correct date is June 21, 2015; Near Miss section had correct date of June 21, 2015",ESDPA,LOA2; LOA6,4,2,2,"{""news"": 2}",2,3,True,True,,ESDPA_DEVIATION,1
ESD-2015-08-08-1.md,ESD-2015-08-08-1,2015-08-08,2015,exact,AL,Tuscaloosa,Northport,Lake Tuscaloosa,"Private dock, Laurel Drive",False,fatal,1,0,0,1,1,1,1,unknown,fresh,False,True,True,False,high,CONFIRMED,True,1,FI-2015-002 (project file),False,2015-06-21,1,"ESDPA date listed as June 21, 2015; correct date is August 8, 2015",ESDPA,LOA2,4,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2015-08-25-1.md,ESD-2015-08-25-1,2015-08-25,2015,exact,ME,York,Kittery,Piscataqua River,Portsmouth Naval Shipyard marina,False,near-miss,0,1,0,1,1,0,1,shore_power,salt,False,True,False,False,high,CONFIRMED,True,0,,True,,1,"ESDPA lists location as 'Portsmouth NH' — shipyard is physically in Kittery, Maine (though named Portsmouth Naval Shipyard)",ESDPA,,3,3,3,"{""news"": 3}",3,1,True,True,,ESDPA_DEVIATION,1
ESD-2016-03-27-1.md,ESD-2016-03-27-1,2016-03-27,2016,exact,CA,Riverside,Palm Springs,Private swimming pool,"Private residence, 2300 block of Yosemite Drive",False,fatal,1,6,0,2,1,2,2,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2015-001 (project file),False,2015-08-08,3,"ESDPA date wrong: Aug 8, 2015; correct is March 27, 2016; ESDPA state wrong: listed as Florida; correct is California; Daughter survived (critical condition), not confirmed dead as ESDPA suggested",ESDPA,LOA2,5,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2016-04-16-1.md,ESD-2016-04-16-1,2016-04-16,2016,exact,AL,Winston,Double Springs,Smith Lake,Johnson family lakehouse dock,False,fatal,1,1,2,4,4,1,4,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2016-007 (project file),False,2016-03-27,2,"ESDPA ESD section date listed as March 27; correct is April 16, 2016; Location spelled 'Princeville' in ESDPA; correct is 'Priceville'",ESDPA,LOA2,6,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2016-05-28-1.md,ESD-2016-05-28-1,2016-05-28,2016,exact,NJ,Cape May,Wildwood Crest,Motel swimming pool,"Aztec Motel, 400 block of East Lavender Road",False,fatal,1,1,0,2,2,2,2,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2016-006 (project file),False,2016-04-16,3,"ESDPA date listed as April 16; correct date is May 28, 2016; ESDPA said 'pool drain suspected' — incorrect; cause was electrical short in light fixture; ESDPA said 'last known critical' — victim actually died",ESDPA,LOA2,5,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2016-05-28-2.md,ESD-2016-05-28-2,2016-05-28,2016,exact,AZ,Maricopa,Phoenix,Private backyard swimming pool,"Private residence, near 43rd Avenue and Thomas Road",False,fatal,1,4,0,5,0,2,5,pool_pump,pool,False,True,False,False,high,CONFIRMED,False,0,,,,0,,LOA1,,2,2,2,"{""news"": 2}",2,0,True,True,,NO_VICTIM_NAMED,1
ESD-2016-05-29-1.md,ESD-2016-05-29-1,2016-05-29,2016,exact,PA,Cumberland,Silver Spring Township,Backyard pool,"Private residence, Rockledge Drive",False,fatal,1,7,0,1,0,1,1,pool_pump,pool,False,True,False,False,high,CONFIRMED,True,1,FI-2016-004 (project file),False,2016-06-27,2,"ESDPA ESD section date listed as June 27; correct date is May 29, 2016 (Memorial Day weekend); Final outcome unknown — last reported in critical condition",ESDPA,LOA2,4,2,2,"{""news"": 2}",2,1,True,True,,NO_VICTIM_NAMED | ESDPA_DEVIATION,2
ESD-2016-06-17-1.md,ESD-2016-06-17-1,2016-06-17,2016,exact,TN,Hamilton,Sale Creek,Chickamauga Lake,Private dock,False,fatal,2,0,0,2,2,2,2,unknown,fresh,False,True,True,False,high,SUSPECTED,True,0,,False,2016-05-29,4,"Listed as near-miss (NM-2016-001) but was actually a double fatality; ESDPA date listed as May 29 or July 3, 2016; actual date was June 17, 2016; ESDPA stated 'All survived' but both adults died; Location listed as 'a Tennessee Lake (exact location unknown)' — actually Chickamauga Lake, Sale Creek",LOA2,LOA8; LOA11,10,8,8,"{""news"": 4, ""obituary"": 4}",6,3,True,True,,ESDPA_DEVIATION,1
ESD-2016-06-27-1.md,ESD-2016-06-27-1,2016-06-27,2016,exact,AZ,Maricopa,Phoenix,Private swimming pool,"Private residence, near 43rd Avenue and Thomas Road",False,fatal,1,3,0,1,0,1,1,pool_pump,pool,False,True,False,False,high,CONFIRMED,True,1,FI-2016-005 (project file),False,2016-05-28,1,"ESDPA date listed as May 28; correct date is June 27, 2016",ESDPA,LOA2,4,1,1,"{""news"": 1}",1,1,True,True,,NO_VICTIM_NAMED | ESDPA_DEVIATION,2
ESD-2016-07-21-1.md,ESD-2016-07-21-1,2016-07-21,2016,exact,,,,,New dock construction site,False,fatal,1,0,0,1,0,1,1,boat_lift,fresh,False,True,False,False,high,CONFIRMED,False,0,,,,0,,LOA4,,1,1,1,"{""government"": 1}",1,1,True,True,"state, body_of_water","NOVEL_LOW_SOURCES | NO_VICTIM_NAMED | MISSING:state,body_of_water",3
ESD-2016-09-03-1.md,ESD-2016-09-03-1,2016-09-03,2016,exact,NC,Wake,Raleigh,Heritage Point community pool,"Heritage Point community pool, Valley Forge Road",False,fatal,1,1,0,2,1,1,2,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2016-003 (project file),False,2016-07-03,1,"ESDPA date listed as July 3; correct date is September 3, 2016 (Labor Day weekend)",ESDPA,LOA2; LOA3; LOA11,8,2,2,"{""legal"": 1, ""news"": 1}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2016-09-10-1.md,ESD-2016-09-10-1,2016-09-10,2016,exact,IN,St. Joseph,South Bend,Flooded basement,"Private residence, 17200 block of Madison Road",False,fatal,1,0,0,1,1,1,1,other,fresh,False,True,False,False,high,CONFIRMED,True,1,FI-2016-002 (project file),False,2016-09-03,2,"ESDPA date listed as Sep 3; correct incident date is Sep 10, 2016 (death Sep 12); ESDPA state listed as Iowa (IA); correct is Indiana (IN)",ESDPA,LOA2,6,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2016-10-07-1.md,ESD-2016-10-07-1,2016-10-07,2016,exact,IL,St. Clair,Shiloh,,Construction site,False,near-miss,0,1,1,2,0,0,2,other,fresh,False,True,False,False,high,CONFIRMED,True,0,,True,,2,"ESDPA lists location as 'Shiloh MO' — correct location is Shiloh, Illinois (St. Clair County); ESDPA states 'second worker was shocked' — actually a rescuer attempting to move the victim",ESDPA,,1,1,1,"{""news"": 1}",1,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2017-00-00-1.md,ESD-2017-00-00-1,2017,2017,year,MI,,,River (specific river withheld in CDC report),Marina on a river (name withheld by MIFACE to protect privacy),False,fatal,1,0,0,1,0,0,1,unknown,fresh,False,True,False,True,high,SUSPECTED,False,0,,,,0,,LOA2,,1,1,1,"{""government"": 1}",1,1,True,True,,NOVEL_LOW_SOURCES | NO_VICTIM_NAMED,2
ESD-2017-03-24-1.md,ESD-2017-03-24-1,2017-03-24,2017,exact,NJ,Monmouth,Monmouth Beach,Shrewsbury River,Marina dock (specific marina not identified),False,fatal,2,0,0,2,0,2,2,unknown,brackish,False,True,False,False,high,SUSPECTED,False,0,,,,0,,LOA2,,1,1,1,"{""legal"": 1}",1,1,True,True,,NOVEL_LOW_SOURCES | NO_VICTIM_NAMED,2
ESD-2017-03-29-1.md,ESD-2017-03-29-1,2017-03-29,2017,exact,TX,Tarrant,Fort Worth,,Oakland Lake Park,False,fatal,2,0,0,2,2,2,2,overhead_line,fresh,False,True,False,False,high,VERIFIED,True,1,FI-2016-001 (project file),False,2016-09-10,1,"ESDPA date wrong by ~18 months: listed as Sep 10, 2016; correct is March 29, 2017",ESDPA,LOA2,4,2,2,"{""news"": 2}",2,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2017-04-14-1.md,ESD-2017-04-14-1,2017-04-14,2017,exact,AL,Tuscaloosa,Tuscaloosa,Lake Tuscaloosa,Darling family lakehouse dock,False,fatal,2,0,1,2,2,2,2,dock_wiring,fresh,False,True,True,False,high,VERIFIED,True,1,FI-2017-012 (project file),False,2017-03-29,1,"ESDPA date listed as March 29; correct is April 14, 2017",ESDPA,LOA2; LOA8; LOA11,10,2,2,"{""news"": 1, ""obituary"": 1}",2,2,True,True,,ESDPA_DEVIATION,1
ESD-2017-05-01-1.md,ESD-2017-05-01-1,2017-05-01,2017,exact,NY,Monroe,Rochester,,Private residence — basement with sump pump,False,near-miss,0,0,1,1,0,0,1,other,fresh,False,True,False,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,body_of_water,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:body_of_water,3
ESD-2017-05-06-1.md,ESD-2017-05-06-1,2017-05-06,2017,exact,QC,,Gatineau,,"De la Gappe Boulevard, Touraines neighbourhood — flooded street",False,near-miss,0,1,0,1,1,0,1,other,fresh,False,True,False,False,high,VERIFIED,True,0,,False,2017-05-08,3,"ESDPA date is May 8, 2017 — correct date is May 6, 2017; ESDPA location is 'Ottawa, Canada' — correct location is Gatineau, Quebec (a separate city in a different province); ESDPA describes cause as 'contacted a cord powering a submersible pump' — CBC reports describe him falling into electrified floodwater while building sandbag barrier",ESDPA,,3,3,3,"{""news"": 3}",2,1,True,True,body_of_water,MISSING:body_of_water | ESDPA_DEVIATION,2
ESD-2017-05-19-1.md,ESD-2017-05-19-1,2017-05-19,2017,exact,AL,Lauderdale,Florence,Private swimming pool,"Private residence, Augusta Street",False,fatal,2,1,0,3,3,2,3,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2017-011 (project file),False,2017-04-14,1,"ESDPA ESD section date April 14; correct is May 19, 2017",ESDPA,LOA2,5,2,2,"{""news"": 1, ""obituary"": 1}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2017-05-21-1.md,ESD-2017-05-21-1,2017-05-21,2017,exact,TX,Webb,Laredo,Flooded field/puddle,,False,fatal,1,0,0,1,1,1,1,overhead_line,fresh,False,True,False,False,high,CONFIRMED,True,1,FI-2017-010 (project file),False,2017-05-19,2,"ESDPA date listed as May 19; correct is May 21, 2017; ESDPA says two brothers killed; only ONE victim in Laredo (possibly conflated with Fort Worth Lopez brothers)",ESDPA,,3,2,2,"{""news"": 2}",2,1,True,True,facility_name,MISSING:facility_name | ESDPA_DEVIATION,2
ESD-2017-05-24-1.md,ESD-2017-05-24-1,2017-05,2017,month,LA,St. Tammany,Mandeville,Lake Pontchartrain,Private dock,False,fatal,1,0,0,1,0,1,1,unknown,fresh,False,True,True,False,high,UNVERIFIED,True,1,FI-2017-009 (project file),False,2017-05-24,2,"Date uncertain (May 22 vs May 24, 2017); No independent sources found to verify any details",ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | NO_VICTIM_NAMED | ESDPA_DEVIATION,4
ESD-2017-06-16-1.md,ESD-2017-06-16-1,2017-06-16,2017,exact,OH,Ottawa,Put-in-Bay,Lake Erie,"Miller Marina, Bayview Avenue",False,fatal,1,1,1,2,2,1,2,shore_power,fresh,False,True,False,True,high,VERIFIED,True,1,FI-2017-008 (project file),False,2017-05-22,1,"ESDPA ESD section date May 22, 2017; NM section June 17; correct is June 16, 2017",ESDPA,LOA2,7,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
ESD-2017-06-17-1.md,ESD-2017-06-17-1,2017-06-17,2017,exact,NJ,Ocean,Toms River,Toms River lagoon (Shelter Cove),"Private residence, Tobago Avenue",False,fatal,1,0,1,1,1,1,1,boat_lift,fresh,False,True,True,False,medium,VERIFIED,True,1,FI-2017-007 (project file),True,,0,,ESDPA,LOA1; LOA2; LOA11,8,2,2,"{""news"": 2}",2,3,True,True,,,0
ESD-2017-06-21-1.md,ESD-2017-06-21-1,2017-06-21,2017,exact,MA,Dukes,Chilmark,Atlantic Ocean (Menemsha Harbor),"Crab Corner, Menemsha Beach / transient dock",False,near-miss,0,0,3,1,0,0,1,dock_wiring,salt,False,True,False,False,high,CONFIRMED,True,0,,False,2017-06-27,2,"ESDPA date is June 27, 2017 (the article publication date); actual incident date was June 21, 2017; ESDPA states cause was unknown — follow-up reporting identified suspected cause as faulty grounding on transient dock",ESDPA,,2,2,2,"{""news"": 2}",1,1,True,True,,ESDPA_DEVIATION,1
ESD-2017-06-23-1.md,ESD-2017-06-23-1,2017-06-23,2017,exact,,,"Akyazi, Sakarya Province, Turkey",Water park pool,"Water park, Akyazi",False,fatal,5,2,0,5,0,5,5,pool_pump,pool,False,True,False,False,high,VERIFIED,True,1,FI-2017-006 (project file),False,2017-06-18,2,"ESDPA date listed as June 18; most sources indicate June 23, 2017; ESDPA said 1 injured; actually 2 injured (from touching metal railings)",ESDPA,,6,2,2,"{""news"": 2}",2,1,True,True,state,NO_VICTIM_NAMED | MISSING:state | ESDPA_DEVIATION,3
ESD-2017-07-03-1.md,ESD-2017-07-03-1,2017-07-03,2017,exact,SC,Oconee,Lake Keowee,Lake Keowee,Private dock with boat lift,False,near-miss,0,0,1,1,0,0,1,boat_lift,fresh,False,True,True,False,high,UNVERIFIED,True,0,,True,,0,,ESDPA,,0,0,0,{},0,1,True,True,,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST,2
ESD-2017-07-07-1.md,ESD-2017-07-07-1,2017-07-07,2017,exact,CA,Riverside,Canyon Lake,Canyon Lake,,False,near-miss,0,0,2,2,0,0,2,unknown,fresh,False,True,False,False,low,UNVERIFIED,True,0,,True,,1,"Possible location ambiguity — could be Canyon Lake, California or Canyon Lake, Texas",ESDPA,,0,0,0,{},0,1,True,True,facility_name,ESDPA_ONLY_NO_INDEP | NO_SOURCES_LIST | MISSING:facility_name | ESDPA_DEVIATION,4
ESD-2017-07-09-1.md,ESD-2017-07-09-1,2017-07-09,2017,exact,NM,Lea,Lovington,Bathtub,Private residence (father's home),False,fatal,1,0,0,1,1,1,1,extension_cord,pool,False,True,False,False,high,VERIFIED,True,1,FI-2017-005 (project file),False,2017-06-23,1,"ESDPA date listed as June 23; correct date is July 9, 2017",ESDPA,LOA2,5,2,2,"{""news"": 2}",2,1,True,True,,ESDPA_DEVIATION,1
